param,sharpe_ratio,max_ddpercent,max_drawdown_duration,daily_trade_count,,止损是diffence_filter_num的1/3
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 90, 'mean_window': 45.0}",-3.192021346,-88.6036,210,1.211267606,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 90, 'mean_window': 45.0}",-3.192021346,-88.6036,210,1.211267606,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 90, 'mean_window': 45.0}",-3.192021346,-88.6036,210,1.211267606,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",-3.214622803,-40.93075,210,0.366197183,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",-3.214622803,-40.93075,210,0.366197183,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",-3.214622803,-40.93075,210,0.366197183,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",-3.214622803,-40.93075,210,0.366197183,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",-3.214622803,-40.93075,210,0.366197183,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 150, 'mean_window': 75.0}",-3.228772278,-108.19285,210,1.267605634,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 150, 'mean_window': 75.0}",-3.228772278,-108.19285,210,1.267605634,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 150, 'mean_window': 75.0}",-3.228772278,-108.19285,210,1.267605634,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 150, 'mean_window': 75.0}",-3.228772278,-108.19285,210,1.267605634,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 150, 'mean_window': 75.0}",-3.228772278,-108.19285,210,1.267605634,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 180, 'mean_window': 90.0}",-3.381020264,-67.68855,211,0.788732394,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 180, 'mean_window': 90.0}",-3.381020264,-67.68855,211,0.788732394,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 180, 'mean_window': 90.0}",-3.381020264,-67.68855,211,0.788732394,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 180, 'mean_window': 90.0}",-3.381020264,-67.68855,211,0.788732394,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 180, 'mean_window': 90.0}",-3.381020264,-67.68855,211,0.788732394,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 180, 'mean_window': 90.0}",-3.608638202,-90.4996,211,1.070422535,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 180, 'mean_window': 90.0}",-3.608638202,-90.4996,211,1.070422535,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 180, 'mean_window': 90.0}",-3.608638202,-90.4996,211,1.070422535,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 180, 'mean_window': 90.0}",-3.608638202,-90.4996,211,1.070422535,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 180, 'mean_window': 90.0}",-3.608638202,-90.4996,211,1.070422535,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 120, 'mean_window': 60.0}",-3.655630215,-78.7346,210,0.788732394,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 120, 'mean_window': 60.0}",-3.655630215,-78.7346,210,0.788732394,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 120, 'mean_window': 60.0}",-3.655630215,-78.7346,210,0.788732394,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 120, 'mean_window': 60.0}",-3.655630215,-78.7346,210,0.788732394,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 120, 'mean_window': 60.0}",-3.655630215,-78.7346,210,0.788732394,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 50, 'difference_exit_num': 16.666666666666668, 'std_window': 120, 'mean_window': 60.0}",-3.79498049,-32.021,210,0.197183099,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 50, 'difference_exit_num': 16.666666666666668, 'std_window': 120, 'mean_window': 60.0}",-3.79498049,-32.021,210,0.197183099,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 50, 'difference_exit_num': 16.666666666666668, 'std_window': 120, 'mean_window': 60.0}",-3.79498049,-32.021,210,0.197183099,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 50, 'difference_exit_num': 16.666666666666668, 'std_window': 120, 'mean_window': 60.0}",-3.79498049,-32.021,210,0.197183099,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 50, 'difference_exit_num': 16.666666666666668, 'std_window': 120, 'mean_window': 60.0}",-3.79498049,-32.021,210,0.197183099,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 30, 'mean_window': 15.0}",-4.034707671,-42.35885,210,0.253521127,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 30, 'mean_window': 15.0}",-4.034707671,-42.35885,210,0.253521127,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 30, 'mean_window': 15.0}",-4.034707671,-42.35885,210,0.253521127,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 30, 'mean_window': 15.0}",-4.034707671,-42.35885,210,0.253521127,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 30, 'mean_window': 15.0}",-4.034707671,-42.35885,210,0.253521127,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 30, 'mean_window': 15.0}",-4.063724083,-56.29325,210,0.929577465,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 30, 'mean_window': 15.0}",-4.063724083,-56.29325,210,0.929577465,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 30, 'mean_window': 15.0}",-4.063724083,-56.29325,210,0.929577465,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 30, 'mean_window': 15.0}",-4.063724083,-56.29325,210,0.929577465,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 30, 'mean_window': 15.0}",-4.063724083,-56.29325,210,0.929577465,,
"{'short_entry_multiplier': 2, 'long_entry_multiplier': -2, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 60, 'mean_window': 30.0}",-4.618287699,-85.6446,210,1.211267606,,
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 60, 'mean_window': 30.0}",-4.618287699,-85.6446,210,1.211267606,,
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 60, 'mean_window': 30.0}",-4.618287699,-85.6446,210,1.211267606,,
"{'short_entry_multiplier': 5, 'long_entry_multiplier': -5, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 60, 'mean_window': 30.0}",-4.618287699,-85.6446,210,1.211267606,,
"{'short_entry_multiplier': 6, 'long_entry_multiplier': -6, 'difference_filter_num': 20, 'difference_exit_num': 6.666666666666667, 'std_window': 60, 'mean_window': 30.0}",-4.618287699,-85.6446,210,1.211267606,,
