param,sharpe_ratio,max_ddpercent,max_drawdown_duration,daily_trade_count,renew_interval,hedge_ratio_window
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 50}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 40}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 30}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 20}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 10}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 55}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 50}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 30}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 40}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 10}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 20}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 30}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 20}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 50}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 55}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 10}",-0.031948043,-128.1130725,182,3.690140845,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 40}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 50}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 40}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 30}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 20}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 10}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 55}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 50}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 10, 'mean_window': 55}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 30}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 20}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 10, 'mean_window': 10}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 55}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 50}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 40}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 30}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 20}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 10, 'mean_window': 10}",-0.172212493,-224.8888,212,7.035211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 55}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 50}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 40}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 40}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 20}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 10}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 55}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 50}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 30}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 30}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 40}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 20}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 20}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 30}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 10}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 50}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 55}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 10}",-0.198117004,-290.76935,212,9.323943662,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 50}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 55}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 50}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 40}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 30}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 20}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 10}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 55}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 40}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 10}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 20}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 10}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 55}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 50}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 40}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 30}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 20}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 30}",-0.441402736,-262.79895,212,8.535211268,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 30}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 55}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 10}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 20}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 40}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 40}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 50}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 55}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 50}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 10}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 30}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 10}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 55}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 50}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 40}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 30}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 20}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 20}",-0.493814899,-155.66115,198,4.802816901,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 30}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 55}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 10}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 20}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 40}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 40}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 50}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 55}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 50}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 10}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 30}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 20}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 50, 'mean_window': 10}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 55}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 50}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 40}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 30}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2.5, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 50, 'mean_window': 20}",-0.698067514,-173.7392,198,4.591549296,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 55}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 50}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 40}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 30}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 20}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 55, 'mean_window': 10}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 55}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 50}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 40}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 30}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 10}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 55}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 50}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 40}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 30}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 20}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 55, 'mean_window': 10}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 55, 'mean_window': 20}",-0.750608765,-195.53075,198,5.887323944,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 30}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 55}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 10}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 20}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 40}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 40}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 50}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 40, 'mean_window': 55}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 50}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 10}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 30}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 20}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 4, 'std_window': 40, 'mean_window': 10}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 55}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 50}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 40}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 30}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 2, 'std_window': 40, 'mean_window': 20}",-0.791807925,-110.9799597,183,3.661971831,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 55}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 50}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 40}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 30}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 20}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 6, 'std_window': 30, 'mean_window': 10}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 55}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 50}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 40}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 30}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 40}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 20}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 20}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 30}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 10}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 50}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 2, 'std_window': 30, 'mean_window': 55}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 2, 'difference_filter_num': 10, 'difference_exit_num': 4, 'std_window': 30, 'mean_window': 10}",-0.881968291,-109.62405,198,3.943661972,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 55}",-0.911684997,-114.7533319,183,3.887323944,3,30
"{'entry_multiplier': 3, 'difference_filter_num': 5, 'difference_exit_num': 6, 'std_window': 50, 'mean_window': 50}",-0.911684997,-114.7533319,183,3.887323944,3,30
