param,sharpe_ratio,max_ddpercent,max_drawdown_duration,daily_trade_count
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 80, 'mean_window': 40.0}",2.245790600214718,-6.360799589765286,35,0.410958904109589
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 100, 'mean_window': 50.0}",1.9425777416124033,-5.07784628500459,4,0.2465753424657534
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 100, 'mean_window': 50.0}",1.8512693812963752,-6.0710062781690155,39,0.4657534246575342
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 35, 'difference_exit_num': 11.666666666666666, 'std_window': 70, 'mean_window': 35.0}",1.8345685617535643,-7.0876666430798725,35,0.3287671232876712
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 90, 'mean_window': 45.0}",1.763926174320384,-6.733926912599129,35,0.273972602739726
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 35, 'difference_exit_num': 11.666666666666666, 'std_window': 70, 'mean_window': 35.0}",1.5919612455288108,-5.115617750505122,4,0.3013698630136986
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 110, 'mean_window': 55.0}",1.567633463656957,-7.517978682419411,49,0.4657534246575342
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 35, 'difference_exit_num': 11.666666666666666, 'std_window': 90, 'mean_window': 45.0}",1.5465550538934667,-5.129176128401531,4,0.3013698630136986
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 110, 'mean_window': 55.0}",1.532365503027119,-5.058843493734972,4,0.2465753424657534
"{'short_entry_multiplier': 4, 'long_entry_multiplier': -4, 'difference_filter_num': 40, 'difference_exit_num': 13.333333333333334, 'std_window': 120, 'mean_window': 60.0}",1.4688744006140884,-7.815349755114716,35,0.3013698630136986
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 60, 'mean_window': 30.0}",1.4357967549475572,-5.036173310861162,30,0.5205479452054794
"{'short_entry_multiplier': 3, 'long_entry_multiplier': -3, 'difference_filter_num': 30, 'difference_exit_num': 10.0, 'std_window': 90, 'mean_window': 45.0}",1.396870399628706,-6.3549630070732706,35,0.410958904109589
